passengerCount,timeStamp
19,2016-09-18-20-0
19,2016-09-18-20-0
20,2016-09-18-20-0
17,2016-09-18-20-0
15,2016-09-18-20-0
15,2016-09-18-20-0
15,2016-09-18-20-0
17,2016-09-18-20-0
16,2016-09-18-20-1
15,2016-09-18-20-1
14,2016-09-18-20-1
15,2016-09-18-20-1
15,2016-09-18-20-1
14,2016-09-18-20-1
15,2016-09-18-20-1
15,2016-09-18-20-1
15,2016-09-18-20-1
15,2016-09-18-20-1
13,2016-09-18-20-2
13,2016-09-18-20-2
13,2016-09-18-20-2
14,2016-09-18-20-2
15,2016-09-18-20-2
16,2016-09-18-20-2
15,2016-09-18-20-2
16,2016-09-18-20-2
17,2016-09-18-20-2
17,2016-09-18-20-2
17,2016-09-18-20-3
16,2016-09-18-20-3
21,2016-09-18-20-3
21,2016-09-18-20-3
20,2016-09-18-20-3
19,2016-09-18-20-3
18,2016-09-18-20-3
15,2016-09-18-20-3
14,2016-09-18-20-3
14,2016-09-18-20-3
14,2016-09-18-20-4
15,2016-09-18-20-4
17,2016-09-18-20-4
18,2016-09-18-20-4
19,2016-09-18-20-4
19,2016-09-18-20-4
19,2016-09-18-20-4
18,2016-09-18-20-4
14,2016-09-18-20-4
13,2016-09-18-20-4
10,2016-09-18-20-5
9,2016-09-18-20-5
9,2016-09-18-20-5
9,2016-09-18-20-5
9,2016-09-18-20-5
9,2016-09-18-20-5
11,2016-09-18-20-5
11,2016-09-18-20-5
13,2016-09-18-20-5
12,2016-09-18-20-5
9,2016-09-18-21-0
10,2016-09-18-21-0
10,2016-09-18-21-0
8,2016-09-18-21-0
11,2016-09-18-21-0
11,2016-09-18-21-0
12,2016-09-18-21-0
12,2016-09-18-21-0
11,2016-09-18-21-0
11,2016-09-18-21-0
10,2016-09-18-21-1
11,2016-09-18-21-1
12,2016-09-18-21-1
11,2016-09-18-21-1
12,2016-09-18-21-1
13,2016-09-18-21-1
15,2016-09-18-21-1
14,2016-09-18-21-1
12,2016-09-18-21-1
13,2016-09-18-21-1
11,2016-09-18-21-2
10,2016-09-18-21-2
9,2016-09-18-21-2
9,2016-09-18-21-2
8,2016-09-18-21-2
8,2016-09-18-21-2
8,2016-09-18-21-2
8,2016-09-18-21-2
11,2016-09-18-21-2
12,2016-09-18-21-2
12,2016-09-18-21-3
12,2016-09-18-21-3
13,2016-09-18-21-3
11,2016-09-18-21-3
11,2016-09-18-21-3
12,2016-09-18-21-3
12,2016-09-18-21-3
12,2016-09-18-21-3
11,2016-09-18-21-3
11,2016-09-18-21-3
11,2016-09-18-21-4
12,2016-09-18-21-4
12,2016-09-18-21-4
14,2016-09-18-21-4
14,2016-09-18-21-4
17,2016-09-18-21-4
14,2016-09-18-21-4
13,2016-09-18-21-4
11,2016-09-18-21-4
10,2016-09-18-21-4
11,2016-09-18-21-5
11,2016-09-18-21-5
14,2016-09-18-21-5
14,2016-09-18-21-5
15,2016-09-18-21-5
13,2016-09-18-21-5
14,2016-09-18-21-5
16,2016-09-18-21-5
15,2016-09-18-21-5
14,2016-09-18-21-5
14,2016-09-18-22-0
15,2016-09-18-22-0
13,2016-09-18-22-0
12,2016-09-18-22-0
12,2016-09-18-22-0
12,2016-09-18-22-0
13,2016-09-18-22-0
14,2016-09-18-22-0
12,2016-09-18-22-0
11,2016-09-18-22-0
11,2016-09-18-22-1
12,2016-09-18-22-1
12,2016-09-18-22-1
15,2016-09-18-22-1
15,2016-09-18-22-1
15,2016-09-18-22-1
17,2016-09-18-22-1
17,2016-09-18-22-1
18,2016-09-18-22-1
16,2016-09-18-22-1
16,2016-09-18-22-2
15,2016-09-18-22-2
14,2016-09-18-22-2
13,2016-09-18-22-2
12,2016-09-18-22-2
10,2016-09-18-22-2
10,2016-09-18-22-2
11,2016-09-18-22-2
12,2016-09-18-22-2
12,2016-09-18-22-2
13,2016-09-18-22-3
13,2016-09-18-22-3
15,2016-09-18-22-3
14,2016-09-18-22-3
16,2016-09-18-22-3
16,2016-09-18-22-3
13,2016-09-18-22-3
14,2016-09-18-22-3
15,2016-09-18-22-3
16,2016-09-18-22-3
15,2016-09-18-22-4
13,2016-09-18-22-4
13,2016-09-18-22-4
13,2016-09-18-22-4
12,2016-09-18-22-4
12,2016-09-18-22-4
11,2016-09-18-22-4
11,2016-09-18-22-4
9,2016-09-18-22-4
9,2016-09-18-22-4
10,2016-09-18-22-5
9,2016-09-18-22-5
10,2016-09-18-22-5
8,2016-09-18-22-5
8,2016-09-18-22-5
7,2016-09-18-22-5
9,2016-09-18-22-5
11,2016-09-18-22-5
11,2016-09-18-22-5
9,2016-09-18-22-5
10,2016-09-18-23-0
8,2016-09-18-23-0
8,2016-09-18-23-0
8,2016-09-18-23-0
9,2016-09-18-23-0
6,2016-09-18-23-0
6,2016-09-18-23-0
5,2016-09-18-23-0
6,2016-09-18-23-0
7,2016-09-18-23-0
8,2016-09-18-23-1
9,2016-09-18-23-1
10,2016-09-18-23-1
10,2016-09-18-23-1
11,2016-09-18-23-1
12,2016-09-18-23-1
15,2016-09-18-23-1
17,2016-09-18-23-1
13,2016-09-18-23-1
13,2016-09-18-23-1
13,2016-09-18-23-2
11,2016-09-18-23-2
7,2016-09-18-23-2
8,2016-09-18-23-2
7,2016-09-18-23-2
7,2016-09-18-23-2
5,2016-09-18-23-2
6,2016-09-18-23-2
6,2016-09-18-23-2
4,2016-09-18-23-2
6,2016-09-18-23-3
8,2016-09-18-23-3
6,2016-09-18-23-3
8,2016-09-18-23-3
8,2016-09-18-23-3
13,2016-09-18-23-3
14,2016-09-18-23-3
13,2016-09-18-23-3
12,2016-09-18-23-3
12,2016-09-18-23-3
11,2016-09-18-23-4
11,2016-09-18-23-4
11,2016-09-18-23-4
11,2016-09-18-23-4
11,2016-09-18-23-4
10,2016-09-18-23-4
7,2016-09-18-23-4
7,2016-09-18-23-4
5,2016-09-18-23-4
6,2016-09-18-23-4
7,2016-09-18-23-5
8,2016-09-18-23-5
8,2016-09-18-23-5
8,2016-09-18-23-5
8,2016-09-18-23-5
8,2016-09-18-23-5
8,2016-09-18-23-5
7,2016-09-18-23-5
7,2016-09-18-23-5
11,2016-09-18-23-5
12,2016-09-19-00-0
13,2016-09-19-00-0
13,2016-09-19-00-0
13,2016-09-19-00-0
13,2016-09-19-00-0
13,2016-09-19-00-0
12,2016-09-19-00-0
13,2016-09-19-00-0
14,2016-09-19-00-0
14,2016-09-19-00-0
13,2016-09-19-00-1
13,2016-09-19-00-1
13,2016-09-19-00-1
13,2016-09-19-00-1
13,2016-09-19-00-1
11,2016-09-19-00-1
10,2016-09-19-00-1
10,2016-09-19-00-1
8,2016-09-19-00-1
9,2016-09-19-00-1
8,2016-09-19-00-2
8,2016-09-19-00-2
8,2016-09-19-00-2
9,2016-09-19-00-2
9,2016-09-19-00-2
9,2016-09-19-00-2
8,2016-09-19-00-2
10,2016-09-19-00-2
9,2016-09-19-00-2
8,2016-09-19-00-2
9,2016-09-19-00-3
9,2016-09-19-00-3
9,2016-09-19-00-3
7,2016-09-19-00-3
7,2016-09-19-00-3
8,2016-09-19-00-3
6,2016-09-19-00-3
7,2016-09-19-00-3
6,2016-09-19-00-3
6,2016-09-19-00-3
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
5,2016-09-19-00-4
6,2016-09-19-00-4
6,2016-09-19-00-4
5,2016-09-19-00-5
4,2016-09-19-00-5
4,2016-09-19-00-5
4,2016-09-19-00-5
4,2016-09-19-00-5
4,2016-09-19-00-5
5,2016-09-19-00-5
6,2016-09-19-00-5
6,2016-09-19-00-5
6,2016-09-19-00-5
6,2016-09-19-01-0
7,2016-09-19-01-0
8,2016-09-19-01-0
8,2016-09-19-01-0
10,2016-09-19-01-0
10,2016-09-19-01-0
10,2016-09-19-01-0
11,2016-09-19-01-0
11,2016-09-19-01-0
10,2016-09-19-01-0
12,2016-09-19-01-1
12,2016-09-19-01-1
12,2016-09-19-01-1
11,2016-09-19-01-1
11,2016-09-19-01-1
11,2016-09-19-01-1
11,2016-09-19-01-1
11,2016-09-19-01-1
9,2016-09-19-01-1
7,2016-09-19-01-1
8,2016-09-19-01-2
7,2016-09-19-01-2
7,2016-09-19-01-2
7,2016-09-19-01-2
7,2016-09-19-01-2
6,2016-09-19-01-2
6,2016-09-19-01-2
6,2016-09-19-01-2
6,2016-09-19-01-2
6,2016-09-19-01-2
6,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
6,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-3
7,2016-09-19-01-4
7,2016-09-19-01-4
7,2016-09-19-01-4
7,2016-09-19-01-4
7,2016-09-19-01-4
8,2016-09-19-01-4
6,2016-09-19-01-4
6,2016-09-19-01-4
6,2016-09-19-01-4
6,2016-09-19-01-4
5,2016-09-19-01-5
6,2016-09-19-01-5
6,2016-09-19-01-5
6,2016-09-19-01-5
7,2016-09-19-01-5
6,2016-09-19-01-5
7,2016-09-19-01-5
10,2016-09-19-01-5
11,2016-09-19-01-5
11,2016-09-19-01-5
11,2016-09-19-02-0
10,2016-09-19-02-0
9,2016-09-19-02-0
8,2016-09-19-02-0
8,2016-09-19-02-0
9,2016-09-19-02-0
9,2016-09-19-02-0
8,2016-09-19-02-0
7,2016-09-19-02-0
7,2016-09-19-02-0
7,2016-09-19-02-1
7,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
6,2016-09-19-02-1
5,2016-09-19-02-1
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-2
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
5,2016-09-19-02-3
6,2016-09-19-02-3
6,2016-09-19-02-3
6,2016-09-19-02-4
8,2016-09-19-02-4
7,2016-09-19-02-4
8,2016-09-19-02-4
9,2016-09-19-02-4
10,2016-09-19-02-4
11,2016-09-19-02-4
9,2016-09-19-02-4
8,2016-09-19-02-4
8,2016-09-19-02-4
8,2016-09-19-02-5
7,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-02-5
8,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-02-5
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-0
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-1
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
6,2016-09-19-03-2
7,2016-09-19-03-3
7,2016-09-19-03-3
8,2016-09-19-03-3
7,2016-09-19-03-3
8,2016-09-19-03-3
7,2016-09-19-03-3
9,2016-09-19-03-3
9,2016-09-19-03-3
9,2016-09-19-03-3
9,2016-09-19-03-3
9,2016-09-19-03-4
10,2016-09-19-03-4
10,2016-09-19-03-4
9,2016-09-19-03-4
10,2016-09-19-03-4
10,2016-09-19-03-4
11,2016-09-19-03-4
11,2016-09-19-03-4
10,2016-09-19-03-4
10,2016-09-19-03-4
10,2016-09-19-03-5
9,2016-09-19-03-5
9,2016-09-19-03-5
9,2016-09-19-03-5
9,2016-09-19-03-5
12,2016-09-19-03-5
12,2016-09-19-03-5
12,2016-09-19-03-5
12,2016-09-19-03-5
13,2016-09-19-03-5
13,2016-09-19-04-0
10,2016-09-19-04-0
9,2016-09-19-04-0
9,2016-09-19-04-0
9,2016-09-19-04-0
9,2016-09-19-04-0
8,2016-09-19-04-0
8,2016-09-19-04-0
8,2016-09-19-04-0
9,2016-09-19-04-0
8,2016-09-19-04-1
9,2016-09-19-04-1
8,2016-09-19-04-1
8,2016-09-19-04-1
8,2016-09-19-04-1
9,2016-09-19-04-1
9,2016-09-19-04-1
9,2016-09-19-04-1
9,2016-09-19-04-1
7,2016-09-19-04-1
7,2016-09-19-04-2
7,2016-09-19-04-2
7,2016-09-19-04-2
8,2016-09-19-04-2
7,2016-09-19-04-2
7,2016-09-19-04-2
8,2016-09-19-04-2
7,2016-09-19-04-2
7,2016-09-19-04-2
7,2016-09-19-04-2
9,2016-09-19-04-3
8,2016-09-19-04-3
8,2016-09-19-04-3
8,2016-09-19-04-3
7,2016-09-19-04-3
8,2016-09-19-04-3
8,2016-09-19-04-3
6,2016-09-19-04-3
6,2016-09-19-04-3
5,2016-09-19-04-3
6,2016-09-19-04-4
6,2016-09-19-04-4
6,2016-09-19-04-4
6,2016-09-19-04-4
7,2016-09-19-04-4
8,2016-09-19-04-4
6,2016-09-19-04-4
7,2016-09-19-04-4
7,2016-09-19-04-4
7,2016-09-19-04-4
7,2016-09-19-04-5
6,2016-09-19-04-5
6,2016-09-19-04-5
6,2016-09-19-04-5
6,2016-09-19-04-5
5,2016-09-19-04-5
5,2016-09-19-04-5
5,2016-09-19-04-5
6,2016-09-19-04-5
5,2016-09-19-04-5
5,2016-09-19-05-0
7,2016-09-19-05-0
6,2016-09-19-05-0
7,2016-09-19-05-0
5,2016-09-19-05-0
7,2016-09-19-05-0
6,2016-09-19-05-0
7,2016-09-19-05-0
9,2016-09-19-05-0
8,2016-09-19-05-0
9,2016-09-19-05-1
8,2016-09-19-05-1
8,2016-09-19-05-1
8,2016-09-19-05-1
8,2016-09-19-05-1
6,2016-09-19-05-1
6,2016-09-19-05-1
6,2016-09-19-05-1
6,2016-09-19-05-1
5,2016-09-19-05-1
6,2016-09-19-05-2
7,2016-09-19-05-2
8,2016-09-19-05-2
7,2016-09-19-05-2
6,2016-09-19-05-2
6,2016-09-19-05-2
6,2016-09-19-05-2
7,2016-09-19-05-2
7,2016-09-19-05-2
6,2016-09-19-05-2
6,2016-09-19-05-3
6,2016-09-19-05-3
7,2016-09-19-05-3
9,2016-09-19-05-3
9,2016-09-19-05-3
7,2016-09-19-05-3
8,2016-09-19-05-3
7,2016-09-19-05-3
8,2016-09-19-05-3
8,2016-09-19-05-3
8,2016-09-19-05-4
7,2016-09-19-05-4
8,2016-09-19-05-4
7,2016-09-19-05-4
7,2016-09-19-05-4
7,2016-09-19-05-4
6,2016-09-19-05-4
7,2016-09-19-05-4
6,2016-09-19-05-4
6,2016-09-19-05-4
6,2016-09-19-05-5
7,2016-09-19-05-5
7,2016-09-19-05-5
6,2016-09-19-05-5
7,2016-09-19-05-5
7,2016-09-19-05-5
7,2016-09-19-05-5
7,2016-09-19-05-5
7,2016-09-19-05-5
8,2016-09-19-05-5
6,2016-09-19-06-0
8,2016-09-19-06-0
7,2016-09-19-06-0
7,2016-09-19-06-0
7,2016-09-19-06-0
8,2016-09-19-06-0
8,2016-09-19-06-0
8,2016-09-19-06-0
7,2016-09-19-06-0
7,2016-09-19-06-0
6,2016-09-19-06-1
6,2016-09-19-06-1
6,2016-09-19-06-1
7,2016-09-19-06-1
8,2016-09-19-06-1
8,2016-09-19-06-1
7,2016-09-19-06-1
6,2016-09-19-06-1
5,2016-09-19-06-1
4,2016-09-19-06-1
4,2016-09-19-06-2
4,2016-09-19-06-2
4,2016-09-19-06-2
5,2016-09-19-06-2
5,2016-09-19-06-2
4,2016-09-19-06-2
4,2016-09-19-06-2
4,2016-09-19-06-2
6,2016-09-19-06-2
7,2016-09-19-06-2
6,2016-09-19-06-3
6,2016-09-19-06-3
3,2016-09-19-06-3
5,2016-09-19-06-3
6,2016-09-19-06-3
6,2016-09-19-06-3
5,2016-09-19-06-3
5,2016-09-19-06-3
5,2016-09-19-06-3
4,2016-09-19-06-3
3,2016-09-19-06-4
4,2016-09-19-06-4
4,2016-09-19-06-4
3,2016-09-19-06-4
3,2016-09-19-06-4
3,2016-09-19-06-4
2,2016-09-19-06-4
2,2016-09-19-06-4
2,2016-09-19-06-4
2,2016-09-19-06-4
2,2016-09-19-06-5
5,2016-09-19-06-5
5,2016-09-19-06-5
4,2016-09-19-06-5
4,2016-09-19-06-5
4,2016-09-19-06-5
4,2016-09-19-06-5
5,2016-09-19-06-5
7,2016-09-19-06-5
7,2016-09-19-06-5
11,2016-09-19-07-0
9,2016-09-19-07-0
7,2016-09-19-07-0
9,2016-09-19-07-0
10,2016-09-19-07-0
8,2016-09-19-07-0
10,2016-09-19-07-0
7,2016-09-19-07-0
8,2016-09-19-07-0
8,2016-09-19-07-0
8,2016-09-19-07-1
9,2016-09-19-07-1
8,2016-09-19-07-1
10,2016-09-19-07-1
10,2016-09-19-07-1
9,2016-09-19-07-1
9,2016-09-19-07-1
10,2016-09-19-07-1
7,2016-09-19-07-1
7,2016-09-19-07-1
6,2016-09-19-07-2
10,2016-09-19-07-2
7,2016-09-19-07-2
8,2016-09-19-07-2
7,2016-09-19-07-2
8,2016-09-19-07-2
9,2016-09-19-07-2
12,2016-09-19-07-2
9,2016-09-19-07-2
11,2016-09-19-07-2
11,2016-09-19-07-3
12,2016-09-19-07-3
14,2016-09-19-07-3
13,2016-09-19-07-3
13,2016-09-19-07-3
14,2016-09-19-07-3
13,2016-09-19-07-3
12,2016-09-19-07-3
14,2016-09-19-07-3
12,2016-09-19-07-3
10,2016-09-19-07-4
10,2016-09-19-07-4
12,2016-09-19-07-4
12,2016-09-19-07-4
11,2016-09-19-07-4
9,2016-09-19-07-4
10,2016-09-19-07-4
10,2016-09-19-07-4
9,2016-09-19-07-4
6,2016-09-19-07-4
9,2016-09-19-07-5
6,2016-09-19-07-5
4,2016-09-19-07-5
4,2016-09-19-07-5
7,2016-09-19-07-5
6,2016-09-19-07-5
8,2016-09-19-07-5
8,2016-09-19-07-5
9,2016-09-19-07-5
8,2016-09-19-07-5
8,2016-09-19-08-0
10,2016-09-19-08-0
13,2016-09-19-08-0
10,2016-09-19-08-0
10,2016-09-19-08-0
8,2016-09-19-08-0
12,2016-09-19-08-0
14,2016-09-19-08-0
13,2016-09-19-08-0
16,2016-09-19-08-0
16,2016-09-19-08-1
15,2016-09-19-08-1
18,2016-09-19-08-1
17,2016-09-19-08-1
19,2016-09-19-08-1
17,2016-09-19-08-1
18,2016-09-19-08-1
19,2016-09-19-08-1
16,2016-09-19-08-1
14,2016-09-19-08-1
17,2016-09-19-08-2
18,2016-09-19-08-2
21,2016-09-19-08-2
23,2016-09-19-08-2
24,2016-09-19-08-2
27,2016-09-19-08-2
28,2016-09-19-08-2
23,2016-09-19-08-2
21,2016-09-19-08-2
22,2016-09-19-08-2
23,2016-09-19-08-3
22,2016-09-19-08-3
21,2016-09-19-08-3
22,2016-09-19-08-3
24,2016-09-19-08-3
22,2016-09-19-08-3
23,2016-09-19-08-3
28,2016-09-19-08-3
26,2016-09-19-08-3
24,2016-09-19-08-3
24,2016-09-19-08-4
28,2016-09-19-08-4
26,2016-09-19-08-4
24,2016-09-19-08-4
24,2016-09-19-08-4
24,2016-09-19-08-4
24,2016-09-19-08-4
25,2016-09-19-08-4
22,2016-09-19-08-4
26,2016-09-19-08-4
25,2016-09-19-08-5
32,2016-09-19-08-5
25,2016-09-19-08-5
27,2016-09-19-08-5
28,2016-09-19-08-5
29,2016-09-19-08-5
34,2016-09-19-08-5
35,2016-09-19-08-5
33,2016-09-19-08-5
35,2016-09-19-08-5
32,2016-09-19-09-0
32,2016-09-19-09-0
34,2016-09-19-09-0
31,2016-09-19-09-0
33,2016-09-19-09-0
35,2016-09-19-09-0
32,2016-09-19-09-0
33,2016-09-19-09-0
34,2016-09-19-09-0
35,2016-09-19-09-0
32,2016-09-19-09-1
35,2016-09-19-09-1
37,2016-09-19-09-1
38,2016-09-19-09-1
32,2016-09-19-09-1
33,2016-09-19-09-1
36,2016-09-19-09-1
36,2016-09-19-09-1
34,2016-09-19-09-1
40,2016-09-19-09-1
42,2016-09-19-09-2
42,2016-09-19-09-2
44,2016-09-19-09-2
41,2016-09-19-09-2
42,2016-09-19-09-2
41,2016-09-19-09-2
38,2016-09-19-09-2
38,2016-09-19-09-2
39,2016-09-19-09-2
40,2016-09-19-09-2
41,2016-09-19-09-3
39,2016-09-19-09-3
41,2016-09-19-09-3
39,2016-09-19-09-3
39,2016-09-19-09-3
38,2016-09-19-09-3
36,2016-09-19-09-3
32,2016-09-19-09-3
33,2016-09-19-09-3
30,2016-09-19-09-3
31,2016-09-19-09-4
30,2016-09-19-09-4
27,2016-09-19-09-4
26,2016-09-19-09-4
26,2016-09-19-09-4
26,2016-09-19-09-4
25,2016-09-19-09-4
19,2016-09-19-09-4
21,2016-09-19-09-4
22,2016-09-19-09-4
17,2016-09-19-09-5
21,2016-09-19-09-5
22,2016-09-19-09-5
22,2016-09-19-09-5
23,2016-09-19-09-5
22,2016-09-19-09-5
20,2016-09-19-09-5
20,2016-09-19-09-5
20,2016-09-19-09-5
21,2016-09-19-09-5
21,2016-09-19-10-0
21,2016-09-19-10-0
20,2016-09-19-10-0
22,2016-09-19-10-0
21,2016-09-19-10-0
21,2016-09-19-10-0
21,2016-09-19-10-0
23,2016-09-19-10-0
19,2016-09-19-10-0
23,2016-09-19-10-0
22,2016-09-19-10-1
23,2016-09-19-10-1
22,2016-09-19-10-1
20,2016-09-19-10-1
20,2016-09-19-10-1
22,2016-09-19-10-1
27,2016-09-19-10-1
24,2016-09-19-10-1
24,2016-09-19-10-1
20,2016-09-19-10-1
19,2016-09-19-10-2
16,2016-09-19-10-2
19,2016-09-19-10-2
21,2016-09-19-10-2
21,2016-09-19-10-2
17,2016-09-19-10-2
15,2016-09-19-10-2
16,2016-09-19-10-2
15,2016-09-19-10-2
16,2016-09-19-10-2
17,2016-09-19-10-3
17,2016-09-19-10-3
17,2016-09-19-10-3
18,2016-09-19-10-3
15,2016-09-19-10-3
14,2016-09-19-10-3
13,2016-09-19-10-3
16,2016-09-19-10-3
16,2016-09-19-10-3
18,2016-09-19-10-3
19,2016-09-19-10-4
18,2016-09-19-10-4
14,2016-09-19-10-4
17,2016-09-19-10-4
17,2016-09-19-10-4
18,2016-09-19-10-4
15,2016-09-19-10-4
17,2016-09-19-10-4
14,2016-09-19-10-4
15,2016-09-19-10-4
15,2016-09-19-10-5
15,2016-09-19-10-5
15,2016-09-19-10-5
15,2016-09-19-10-5
15,2016-09-19-10-5
15,2016-09-19-10-5
14,2016-09-19-10-5
14,2016-09-19-10-5
14,2016-09-19-10-5
14,2016-09-19-10-5
15,2016-09-19-11-0
15,2016-09-19-11-0
13,2016-09-19-11-0
13,2016-09-19-11-0
11,2016-09-19-11-0
13,2016-09-19-11-0
15,2016-09-19-11-0
15,2016-09-19-11-0
16,2016-09-19-11-0
16,2016-09-19-11-0
16,2016-09-19-11-1
16,2016-09-19-11-1
16,2016-09-19-11-1
13,2016-09-19-11-1
16,2016-09-19-11-1
16,2016-09-19-11-1
15,2016-09-19-11-1
16,2016-09-19-11-1
18,2016-09-19-11-1
16,2016-09-19-11-1
14,2016-09-19-11-2
14,2016-09-19-11-2
13,2016-09-19-11-2
14,2016-09-19-11-2
15,2016-09-19-11-2
16,2016-09-19-11-2
20,2016-09-19-11-2
19,2016-09-19-11-2
20,2016-09-19-11-2
17,2016-09-19-11-2
16,2016-09-19-11-3
15,2016-09-19-11-3
12,2016-09-19-11-3
12,2016-09-19-11-3
13,2016-09-19-11-3
12,2016-09-19-11-3
11,2016-09-19-11-3
10,2016-09-19-11-3
12,2016-09-19-11-3
13,2016-09-19-11-3
14,2016-09-19-11-4
14,2016-09-19-11-4
13,2016-09-19-11-4
11,2016-09-19-11-4
10,2016-09-19-11-4
9,2016-09-19-11-4
10,2016-09-19-11-4
10,2016-09-19-11-4
10,2016-09-19-11-4
10,2016-09-19-11-4
9,2016-09-19-11-5
9,2016-09-19-11-5
9,2016-09-19-11-5
7,2016-09-19-11-5
10,2016-09-19-11-5
11,2016-09-19-11-5
12,2016-09-19-11-5
12,2016-09-19-11-5
11,2016-09-19-11-5
12,2016-09-19-11-5
14,2016-09-19-12-0
14,2016-09-19-12-0
15,2016-09-19-12-0
16,2016-09-19-12-0
16,2016-09-19-12-0
13,2016-09-19-12-0
13,2016-09-19-12-0
14,2016-09-19-12-0
16,2016-09-19-12-0
17,2016-09-19-12-0
16,2016-09-19-12-1
18,2016-09-19-12-1
19,2016-09-19-12-1
21,2016-09-19-12-1
18,2016-09-19-12-1
20,2016-09-19-12-1
20,2016-09-19-12-1
20,2016-09-19-12-1
19,2016-09-19-12-1
16,2016-09-19-12-1
15,2016-09-19-12-2
17,2016-09-19-12-2
20,2016-09-19-12-2
19,2016-09-19-12-2
16,2016-09-19-12-2
17,2016-09-19-12-2
17,2016-09-19-12-2
19,2016-09-19-12-2
21,2016-09-19-12-2
19,2016-09-19-12-2
19,2016-09-19-12-3
18,2016-09-19-12-3
16,2016-09-19-12-3
17,2016-09-19-12-3
17,2016-09-19-12-3
16,2016-09-19-12-3
15,2016-09-19-12-3
17,2016-09-19-12-3
17,2016-09-19-12-3
17,2016-09-19-12-3
18,2016-09-19-12-4
18,2016-09-19-12-4
21,2016-09-19-12-4
19,2016-09-19-12-4
21,2016-09-19-12-4
24,2016-09-19-12-4
21,2016-09-19-12-4
21,2016-09-19-12-4
22,2016-09-19-12-4
22,2016-09-19-12-4
21,2016-09-19-12-5
19,2016-09-19-12-5
19,2016-09-19-12-5
19,2016-09-19-12-5
17,2016-09-19-12-5
16,2016-09-19-12-5
16,2016-09-19-12-5
14,2016-09-19-12-5
18,2016-09-19-12-5
16,2016-09-19-12-5
17,2016-09-19-13-0
18,2016-09-19-13-0
18,2016-09-19-13-0
17,2016-09-19-13-0
19,2016-09-19-13-0
16,2016-09-19-13-0
15,2016-09-19-13-0
18,2016-09-19-13-0
17,2016-09-19-13-0
19,2016-09-19-13-0
20,2016-09-19-13-1
25,2016-09-19-13-1
23,2016-09-19-13-1
21,2016-09-19-13-1
22,2016-09-19-13-1
24,2016-09-19-13-1
24,2016-09-19-13-1
24,2016-09-19-13-1
25,2016-09-19-13-1
20,2016-09-19-13-1
23,2016-09-19-13-2
19,2016-09-19-13-2
19,2016-09-19-13-2
19,2016-09-19-13-2
23,2016-09-19-13-2
21,2016-09-19-13-2
21,2016-09-19-13-2
21,2016-09-19-13-2
18,2016-09-19-13-2
19,2016-09-19-13-2
21,2016-09-19-13-3
20,2016-09-19-13-3
21,2016-09-19-13-3
22,2016-09-19-13-3
24,2016-09-19-13-3
25,2016-09-19-13-3
24,2016-09-19-13-3
24,2016-09-19-13-3
24,2016-09-19-13-3
21,2016-09-19-13-3
20,2016-09-19-13-4
23,2016-09-19-13-4
24,2016-09-19-13-4
19,2016-09-19-13-4
21,2016-09-19-13-4
24,2016-09-19-13-4
23,2016-09-19-13-4
24,2016-09-19-13-4
23,2016-09-19-13-4
22,2016-09-19-13-4
19,2016-09-19-13-5
19,2016-09-19-13-5
21,2016-09-19-13-5
21,2016-09-19-13-5
19,2016-09-19-13-5
22,2016-09-19-13-5
25,2016-09-19-13-5
20,2016-09-19-13-5
