passengerCount,timeStamp
0,2016-09-19-05-5
0,2016-09-19-05-5
0,2016-09-19-06-0
1,2016-09-19-06-0
1,2016-09-19-06-0
1,2016-09-19-06-0
2,2016-09-19-06-0
3,2016-09-19-06-0
1,2016-09-19-06-0
1,2016-09-19-06-0
1,2016-09-19-06-0
1,2016-09-19-06-0
0,2016-09-19-06-1
0,2016-09-19-06-1
0,2016-09-19-06-1
0,2016-09-19-06-1
0,2016-09-19-06-1
1,2016-09-19-06-1
2,2016-09-19-06-1
2,2016-09-19-06-1
1,2016-09-19-06-1
1,2016-09-19-06-1
1,2016-09-19-06-2
1,2016-09-19-06-2
1,2016-09-19-06-2
1,2016-09-19-06-2
1,2016-09-19-06-2
1,2016-09-19-06-2
2,2016-09-19-06-2
2,2016-09-19-06-2
2,2016-09-19-06-2
1,2016-09-19-06-2
1,2016-09-19-06-3
1,2016-09-19-06-3
2,2016-09-19-06-3
0,2016-09-19-06-3
1,2016-09-19-06-3
2,2016-09-19-06-3
1,2016-09-19-06-3
0,2016-09-19-06-3
1,2016-09-19-06-3
0,2016-09-19-06-3
0,2016-09-19-06-4
1,2016-09-19-06-4
3,2016-09-19-06-4
3,2016-09-19-06-4
1,2016-09-19-06-4
1,2016-09-19-06-4
1,2016-09-19-06-4
2,2016-09-19-06-4
1,2016-09-19-06-4
3,2016-09-19-06-4
0,2016-09-19-06-5
1,2016-09-19-06-5
0,2016-09-19-06-5
1,2016-09-19-06-5
0,2016-09-19-06-5
0,2016-09-19-06-5
0,2016-09-19-06-5
0,2016-09-19-06-5
0,2016-09-19-06-5
1,2016-09-19-06-5
0,2016-09-19-07-0
0,2016-09-19-07-0
0,2016-09-19-07-0
0,2016-09-19-07-0
0,2016-09-19-07-0
0,2016-09-19-07-0
1,2016-09-19-07-0
1,2016-09-19-07-0
1,2016-09-19-07-0
0,2016-09-19-07-0
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
0,2016-09-19-07-1
1,2016-09-19-07-2
0,2016-09-19-07-2
1,2016-09-19-07-2
1,2016-09-19-07-2
1,2016-09-19-07-2
0,2016-09-19-07-2
2,2016-09-19-07-2
0,2016-09-19-07-2
1,2016-09-19-07-2
0,2016-09-19-07-2
0,2016-09-19-07-3
1,2016-09-19-07-3
1,2016-09-19-07-3
1,2016-09-19-07-3
0,2016-09-19-07-3
1,2016-09-19-07-3
0,2016-09-19-07-3
0,2016-09-19-07-3
1,2016-09-19-07-3
1,2016-09-19-07-3
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
2,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-4
1,2016-09-19-07-5
1,2016-09-19-07-5
1,2016-09-19-07-5
3,2016-09-19-07-5
3,2016-09-19-07-5
3,2016-09-19-07-5
3,2016-09-19-07-5
2,2016-09-19-07-5
1,2016-09-19-07-5
1,2016-09-19-07-5
1,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-0
0,2016-09-19-08-1
0,2016-09-19-08-1
1,2016-09-19-08-1
1,2016-09-19-08-1
0,2016-09-19-08-1
1,2016-09-19-08-1
2,2016-09-19-08-1
0,2016-09-19-08-1
0,2016-09-19-08-1
1,2016-09-19-08-1
0,2016-09-19-08-2
0,2016-09-19-08-2
0,2016-09-19-08-2
1,2016-09-19-08-2
1,2016-09-19-08-2
0,2016-09-19-08-2
0,2016-09-19-08-2
1,2016-09-19-08-2
0,2016-09-19-08-2
0,2016-09-19-08-2
0,2016-09-19-08-3
0,2016-09-19-08-3
1,2016-09-19-08-3
3,2016-09-19-08-3
2,2016-09-19-08-3
3,2016-09-19-08-3
2,2016-09-19-08-3
0,2016-09-19-08-3
0,2016-09-19-08-3
0,2016-09-19-08-3
3,2016-09-19-08-4
3,2016-09-19-08-4
3,2016-09-19-08-4
3,2016-09-19-08-4
4,2016-09-19-08-4
2,2016-09-19-08-4
1,2016-09-19-08-4
2,2016-09-19-08-4
1,2016-09-19-08-4
1,2016-09-19-08-4
1,2016-09-19-08-5
1,2016-09-19-08-5
1,2016-09-19-08-5
2,2016-09-19-08-5
1,2016-09-19-08-5
2,2016-09-19-08-5
1,2016-09-19-08-5
3,2016-09-19-08-5
1,2016-09-19-08-5
1,2016-09-19-08-5
1,2016-09-19-09-0
1,2016-09-19-09-0
1,2016-09-19-09-0
1,2016-09-19-09-0
1,2016-09-19-09-0
1,2016-09-19-09-0
1,2016-09-19-09-0
2,2016-09-19-09-0
2,2016-09-19-09-0
2,2016-09-19-09-0
2,2016-09-19-09-1
2,2016-09-19-09-1
2,2016-09-19-09-1
2,2016-09-19-09-1
2,2016-09-19-09-1
3,2016-09-19-09-1
4,2016-09-19-09-1
5,2016-09-19-09-1
3,2016-09-19-09-1
3,2016-09-19-09-1
2,2016-09-19-09-2
3,2016-09-19-09-2
4,2016-09-19-09-2
2,2016-09-19-09-2
2,2016-09-19-09-2
2,2016-09-19-09-2
1,2016-09-19-09-2
1,2016-09-19-09-2
4,2016-09-19-09-2
3,2016-09-19-09-2
2,2016-09-19-09-3
2,2016-09-19-09-3
1,2016-09-19-09-3
2,2016-09-19-09-3
2,2016-09-19-09-3
2,2016-09-19-09-3
3,2016-09-19-09-3
3,2016-09-19-09-3
3,2016-09-19-09-3
3,2016-09-19-09-3
3,2016-09-19-09-4
3,2016-09-19-09-4
2,2016-09-19-09-4
3,2016-09-19-09-4
2,2016-09-19-09-4
2,2016-09-19-09-4
3,2016-09-19-09-4
2,2016-09-19-09-4
1,2016-09-19-09-4
1,2016-09-19-09-4
2,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
1,2016-09-19-09-5
0,2016-09-19-09-5
1,2016-09-19-10-0
2,2016-09-19-10-0
2,2016-09-19-10-0
1,2016-09-19-10-0
1,2016-09-19-10-0
1,2016-09-19-10-0
1,2016-09-19-10-0
0,2016-09-19-10-0
0,2016-09-19-10-0
0,2016-09-19-10-0
0,2016-09-19-10-1
0,2016-09-19-10-1
0,2016-09-19-10-1
0,2016-09-19-10-1
0,2016-09-19-10-1
0,2016-09-19-10-1
1,2016-09-19-10-1
0,2016-09-19-10-1
1,2016-09-19-10-1
1,2016-09-19-10-1
2,2016-09-19-10-2
3,2016-09-19-10-2
1,2016-09-19-10-2
2,2016-09-19-10-2
2,2016-09-19-10-2
2,2016-09-19-10-2
3,2016-09-19-10-2
3,2016-09-19-10-2
1,2016-09-19-10-2
3,2016-09-19-10-2
1,2016-09-19-10-3
1,2016-09-19-10-3
2,2016-09-19-10-3
1,2016-09-19-10-3
2,2016-09-19-10-3
1,2016-09-19-10-3
1,2016-09-19-10-3
1,2016-09-19-10-3
1,2016-09-19-10-3
1,2016-09-19-10-3
2,2016-09-19-10-4
1,2016-09-19-10-4
1,2016-09-19-10-4
2,2016-09-19-10-4
3,2016-09-19-10-4
4,2016-09-19-10-4
3,2016-09-19-10-4
3,2016-09-19-10-4
2,2016-09-19-10-4
2,2016-09-19-10-4
2,2016-09-19-10-5
3,2016-09-19-10-5
2,2016-09-19-10-5
0,2016-09-19-10-5
2,2016-09-19-10-5
1,2016-09-19-10-5
4,2016-09-19-10-5
3,2016-09-19-10-5
2,2016-09-19-10-5
1,2016-09-19-10-5
1,2016-09-19-11-0
1,2016-09-19-11-0
3,2016-09-19-11-0
2,2016-09-19-11-0
3,2016-09-19-11-0
4,2016-09-19-11-0
4,2016-09-19-11-0
3,2016-09-19-11-0
3,2016-09-19-11-0
2,2016-09-19-11-0
1,2016-09-19-11-1
1,2016-09-19-11-1
1,2016-09-19-11-1
1,2016-09-19-11-1
1,2016-09-19-11-1
1,2016-09-19-11-1
1,2016-09-19-11-1
2,2016-09-19-11-1
2,2016-09-19-11-1
2,2016-09-19-11-1
2,2016-09-19-11-2
2,2016-09-19-11-2
1,2016-09-19-11-2
1,2016-09-19-11-2
2,2016-09-19-11-2
1,2016-09-19-11-2
0,2016-09-19-11-2
0,2016-09-19-11-2
0,2016-09-19-11-2
1,2016-09-19-11-2
0,2016-09-19-11-3
0,2016-09-19-11-3
2,2016-09-19-11-3
2,2016-09-19-11-3
1,2016-09-19-11-3
1,2016-09-19-11-3
0,2016-09-19-11-3
0,2016-09-19-11-3
0,2016-09-19-11-3
0,2016-09-19-11-3
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
0,2016-09-19-11-4
2,2016-09-19-11-4
0,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
1,2016-09-19-11-5
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-0
2,2016-09-19-12-1
2,2016-09-19-12-1
3,2016-09-19-12-1
5,2016-09-19-12-1
3,2016-09-19-12-1
2,2016-09-19-12-1
5,2016-09-19-12-1
5,2016-09-19-12-1
2,2016-09-19-12-1
3,2016-09-19-12-1
1,2016-09-19-12-2
1,2016-09-19-12-2
2,2016-09-19-12-2
1,2016-09-19-12-2
1,2016-09-19-12-2
2,2016-09-19-12-2
2,2016-09-19-12-2
1,2016-09-19-12-2
2,2016-09-19-12-2
1,2016-09-19-12-2
1,2016-09-19-12-3
1,2016-09-19-12-3
3,2016-09-19-12-3
1,2016-09-19-12-3
1,2016-09-19-12-3
2,2016-09-19-12-3
1,2016-09-19-12-3
2,2016-09-19-12-3
2,2016-09-19-12-3
1,2016-09-19-12-3
1,2016-09-19-12-4
1,2016-09-19-12-4
1,2016-09-19-12-4
1,2016-09-19-12-4
2,2016-09-19-12-4
2,2016-09-19-12-4
1,2016-09-19-12-4
1,2016-09-19-12-4
1,2016-09-19-12-4
2,2016-09-19-12-4
2,2016-09-19-12-5
2,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-12-5
1,2016-09-19-13-0
1,2016-09-19-13-0
2,2016-09-19-13-0
3,2016-09-19-13-0
1,2016-09-19-13-0
4,2016-09-19-13-0
5,2016-09-19-13-0
3,2016-09-19-13-0
3,2016-09-19-13-0
3,2016-09-19-13-0
2,2016-09-19-13-1
2,2016-09-19-13-1
3,2016-09-19-13-1
2,2016-09-19-13-1
3,2016-09-19-13-1
4,2016-09-19-13-1
4,2016-09-19-13-1
4,2016-09-19-13-1
2,2016-09-19-13-1
2,2016-09-19-13-1
2,2016-09-19-13-2
2,2016-09-19-13-2
2,2016-09-19-13-2
3,2016-09-19-13-2
3,2016-09-19-13-2
5,2016-09-19-13-2
2,2016-09-19-13-2
1,2016-09-19-13-2
0,2016-09-19-13-2
1,2016-09-19-13-2
1,2016-09-19-13-3
1,2016-09-19-13-3
1,2016-09-19-13-3
1,2016-09-19-13-3
0,2016-09-19-13-3
0,2016-09-19-13-3
0,2016-09-19-13-3
0,2016-09-19-13-3
1,2016-09-19-13-3
1,2016-09-19-13-3
0,2016-09-19-13-4
0,2016-09-19-13-4
0,2016-09-19-13-4
0,2016-09-19-13-4
0,2016-09-19-13-4
0,2016-09-19-13-4
1,2016-09-19-13-4
0,2016-09-19-13-4
0,2016-09-19-13-4
1,2016-09-19-13-4
1,2016-09-19-13-5
0,2016-09-19-13-5
0,2016-09-19-13-5
0,2016-09-19-13-5
0,2016-09-19-13-5
0,2016-09-19-13-5
1,2016-09-19-13-5
0,2016-09-19-13-5
1,2016-09-19-13-5
1,2016-09-19-13-5
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
2,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-0
0,2016-09-19-14-1
0,2016-09-19-14-1
1,2016-09-19-14-1
2,2016-09-19-14-1
1,2016-09-19-14-1
0,2016-09-19-14-1
0,2016-09-19-14-1
2,2016-09-19-14-1
2,2016-09-19-14-1
0,2016-09-19-14-1
0,2016-09-19-14-2
0,2016-09-19-14-2
0,2016-09-19-14-2
1,2016-09-19-14-2
1,2016-09-19-14-2
1,2016-09-19-14-2
0,2016-09-19-14-2
0,2016-09-19-14-2
0,2016-09-19-14-2
0,2016-09-19-14-2
1,2016-09-19-14-3
1,2016-09-19-14-3
1,2016-09-19-14-3
0,2016-09-19-14-3
0,2016-09-19-14-3
1,2016-09-19-14-3
1,2016-09-19-14-3
1,2016-09-19-14-3
1,2016-09-19-14-3
1,2016-09-19-14-3
0,2016-09-19-14-4
1,2016-09-19-14-4
1,2016-09-19-14-4
1,2016-09-19-14-4
1,2016-09-19-14-4
1,2016-09-19-14-4
2,2016-09-19-14-4
2,2016-09-19-14-4
0,2016-09-19-14-4
0,2016-09-19-14-4
1,2016-09-19-14-5
1,2016-09-19-14-5
0,2016-09-19-14-5
0,2016-09-19-14-5
0,2016-09-19-14-5
1,2016-09-19-14-5
0,2016-09-19-14-5
2,2016-09-19-14-5
2,2016-09-19-14-5
2,2016-09-19-14-5
3,2016-09-19-15-0
3,2016-09-19-15-0
3,2016-09-19-15-0
2,2016-09-19-15-0
1,2016-09-19-15-0
2,2016-09-19-15-0
0,2016-09-19-15-0
0,2016-09-19-15-0
1,2016-09-19-15-0
0,2016-09-19-15-0
1,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
0,2016-09-19-15-1
2,2016-09-19-15-1
2,2016-09-19-15-2
3,2016-09-19-15-2
3,2016-09-19-15-2
1,2016-09-19-15-2
1,2016-09-19-15-2
2,2016-09-19-15-2
1,2016-09-19-15-2
1,2016-09-19-15-2
2,2016-09-19-15-2
1,2016-09-19-15-2
1,2016-09-19-15-3
2,2016-09-19-15-3
5,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-3
1,2016-09-19-15-4
1,2016-09-19-15-4
3,2016-09-19-15-4
1,2016-09-19-15-4
1,2016-09-19-15-4
1,2016-09-19-15-4
2,2016-09-19-15-4
3,2016-09-19-15-4
2,2016-09-19-15-4
2,2016-09-19-15-4
3,2016-09-19-15-5
3,2016-09-19-15-5
2,2016-09-19-15-5
2,2016-09-19-15-5
3,2016-09-19-15-5
1,2016-09-19-15-5
1,2016-09-19-15-5
1,2016-09-19-15-5
1,2016-09-19-15-5
0,2016-09-19-15-5
1,2016-09-19-16-0
2,2016-09-19-16-0
2,2016-09-19-16-0
2,2016-09-19-16-0
2,2016-09-19-16-0
0,2016-09-19-16-0
0,2016-09-19-16-0
0,2016-09-19-16-0
1,2016-09-19-16-0
1,2016-09-19-16-0
0,2016-09-19-16-1
0,2016-09-19-16-1
0,2016-09-19-16-1
1,2016-09-19-16-1
1,2016-09-19-16-1
0,2016-09-19-16-1
0,2016-09-19-16-1
3,2016-09-19-16-1
2,2016-09-19-16-1
1,2016-09-19-16-1
2,2016-09-19-16-2
0,2016-09-19-16-2
0,2016-09-19-16-2
0,2016-09-19-16-2
0,2016-09-19-16-2
1,2016-09-19-16-2
1,2016-09-19-16-2
1,2016-09-19-16-2
1,2016-09-19-16-2
1,2016-09-19-16-2
1,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-3
1,2016-09-19-16-3
1,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-3
0,2016-09-19-16-4
0,2016-09-19-16-4
2,2016-09-19-16-4
0,2016-09-19-16-4
0,2016-09-19-16-4
1,2016-09-19-16-4
1,2016-09-19-16-4
0,2016-09-19-16-4
0,2016-09-19-16-4
0,2016-09-19-16-4
0,2016-09-19-16-5
0,2016-09-19-16-5
0,2016-09-19-16-5
1,2016-09-19-16-5
1,2016-09-19-16-5
1,2016-09-19-16-5
1,2016-09-19-16-5
1,2016-09-19-16-5
0,2016-09-19-16-5
0,2016-09-19-16-5
0,2016-09-19-17-0
0,2016-09-19-17-0
1,2016-09-19-17-0
1,2016-09-19-17-0
1,2016-09-19-17-0
2,2016-09-19-17-0
2,2016-09-19-17-0
1,2016-09-19-17-0
1,2016-09-19-17-0
1,2016-09-19-17-0
1,2016-09-19-17-1
2,2016-09-19-17-1
1,2016-09-19-17-1
1,2016-09-19-17-1
2,2016-09-19-17-1
1,2016-09-19-17-1
2,2016-09-19-17-1
1,2016-09-19-17-1
1,2016-09-19-17-1
2,2016-09-19-17-1
1,2016-09-19-17-2
1,2016-09-19-17-2
3,2016-09-19-17-2
2,2016-09-19-17-2
4,2016-09-19-17-2
3,2016-09-19-17-2
1,2016-09-19-17-2
0,2016-09-19-17-2
1,2016-09-19-17-2
0,2016-09-19-17-2
0,2016-09-19-17-3
0,2016-09-19-17-3
1,2016-09-19-17-3
1,2016-09-19-17-3
1,2016-09-19-17-3
2,2016-09-19-17-3
1,2016-09-19-17-3
3,2016-09-19-17-3
2,2016-09-19-17-3
2,2016-09-19-17-3
2,2016-09-19-17-4
0,2016-09-19-17-4
0,2016-09-19-17-4
0,2016-09-19-17-4
0,2016-09-19-17-4
0,2016-09-19-17-4
0,2016-09-19-17-4
1,2016-09-19-17-4
1,2016-09-19-17-4
1,2016-09-19-17-4
0,2016-09-19-17-5
1,2016-09-19-17-5
0,2016-09-19-17-5
0,2016-09-19-17-5
0,2016-09-19-17-5
0,2016-09-19-17-5
1,2016-09-19-17-5
2,2016-09-19-17-5
1,2016-09-19-17-5
2,2016-09-19-17-5
2,2016-09-19-18-0
2,2016-09-19-18-0
2,2016-09-19-18-0
4,2016-09-19-18-0
1,2016-09-19-18-0
1,2016-09-19-18-0
1,2016-09-19-18-0
1,2016-09-19-18-0
0,2016-09-19-18-0
0,2016-09-19-18-0
1,2016-09-19-18-1
0,2016-09-19-18-1
0,2016-09-19-18-1
0,2016-09-19-18-1
1,2016-09-19-18-1
0,2016-09-19-18-1
1,2016-09-19-18-1
0,2016-09-19-18-1
0,2016-09-19-18-1
0,2016-09-19-18-1
0,2016-09-19-18-2
1,2016-09-19-18-2
0,2016-09-19-18-2
1,2016-09-19-18-2
0,2016-09-19-18-2
2,2016-09-19-18-2
1,2016-09-19-18-2
0,2016-09-19-18-2
2,2016-09-19-18-2
1,2016-09-19-18-2
3,2016-09-19-18-3
2,2016-09-19-18-3
2,2016-09-19-18-3
2,2016-09-19-18-3
1,2016-09-19-18-3
0,2016-09-19-18-3
0,2016-09-19-18-3
2,2016-09-19-18-3
1,2016-09-19-18-3
2,2016-09-19-18-3
1,2016-09-19-18-4
1,2016-09-19-18-4
2,2016-09-19-18-4
3,2016-09-19-18-4
2,2016-09-19-18-4
1,2016-09-19-18-4
1,2016-09-19-18-4
2,2016-09-19-18-4
2,2016-09-19-18-4
1,2016-09-19-18-4
1,2016-09-19-18-5
1,2016-09-19-18-5
0,2016-09-19-18-5
0,2016-09-19-18-5
0,2016-09-19-18-5
0,2016-09-19-18-5
1,2016-09-19-18-5
0,2016-09-19-18-5
1,2016-09-19-18-5
1,2016-09-19-18-5
1,2016-09-19-19-0
1,2016-09-19-19-0
1,2016-09-19-19-0
1,2016-09-19-19-0
0,2016-09-19-19-0
1,2016-09-19-19-0
1,2016-09-19-19-0
0,2016-09-19-19-0
0,2016-09-19-19-0
0,2016-09-19-19-0
0,2016-09-19-19-1
0,2016-09-19-19-1
0,2016-09-19-19-1
0,2016-09-19-19-1
0,2016-09-19-19-1
1,2016-09-19-19-1
1,2016-09-19-19-1
1,2016-09-19-19-1
2,2016-09-19-19-1
2,2016-09-19-19-1
0,2016-09-19-19-2
1,2016-09-19-19-2
0,2016-09-19-19-2
0,2016-09-19-19-2
1,2016-09-19-19-2
2,2016-09-19-19-2
1,2016-09-19-19-2
1,2016-09-19-19-2
1,2016-09-19-19-2
1,2016-09-19-19-2
1,2016-09-19-19-3
1,2016-09-19-19-3
1,2016-09-19-19-3
2,2016-09-19-19-3
2,2016-09-19-19-3
1,2016-09-19-19-3
2,2016-09-19-19-3
1,2016-09-19-19-3
3,2016-09-19-19-3
4,2016-09-19-19-3
1,2016-09-19-19-4
1,2016-09-19-19-4
1,2016-09-19-19-4
2,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-4
0,2016-09-19-19-5
0,2016-09-19-19-5
0,2016-09-19-19-5
3,2016-09-19-19-5
0,2016-09-19-19-5
2,2016-09-19-19-5
0,2016-09-19-19-5
0,2016-09-19-19-5
0,2016-09-19-19-5
0,2016-09-19-19-5
1,2016-09-19-20-0
1,2016-09-19-20-0
2,2016-09-19-20-0
2,2016-09-19-20-0
2,2016-09-19-20-0
3,2016-09-19-20-0
2,2016-09-19-20-0
2,2016-09-19-20-0
2,2016-09-19-20-0
3,2016-09-19-20-0
2,2016-09-19-20-1
1,2016-09-19-20-1
1,2016-09-19-20-1
2,2016-09-19-20-1
2,2016-09-19-20-1
2,2016-09-19-20-1
2,2016-09-19-20-1
3,2016-09-19-20-1
1,2016-09-19-20-1
1,2016-09-19-20-1
1,2016-09-19-20-2
0,2016-09-19-20-2
1,2016-09-19-20-2
2,2016-09-19-20-2
2,2016-09-19-20-2
2,2016-09-19-20-2
4,2016-09-19-20-2
0,2016-09-19-20-2
1,2016-09-19-20-2
0,2016-09-19-20-2
0,2016-09-19-20-3
0,2016-09-19-20-3
1,2016-09-19-20-3
0,2016-09-19-20-3
1,2016-09-19-20-3
1,2016-09-19-20-3
1,2016-09-19-20-3
2,2016-09-19-20-3
1,2016-09-19-20-3
1,2016-09-19-20-3
0,2016-09-19-20-4
1,2016-09-19-20-4
1,2016-09-19-20-4
4,2016-09-19-20-4
3,2016-09-19-20-4
2,2016-09-19-20-4
3,2016-09-19-20-4
4,2016-09-19-20-4
2,2016-09-19-20-4
2,2016-09-19-20-4
3,2016-09-19-20-5
3,2016-09-19-20-5
4,2016-09-19-20-5
3,2016-09-19-20-5
5,2016-09-19-20-5
3,2016-09-19-20-5
5,2016-09-19-20-5
4,2016-09-19-20-5
4,2016-09-19-20-5
5,2016-09-19-20-5
5,2016-09-19-21-0
5,2016-09-19-21-0
5,2016-09-19-21-0
5,2016-09-19-21-0
4,2016-09-19-21-0
7,2016-09-19-21-0
6,2016-09-19-21-0
9,2016-09-19-21-0
5,2016-09-19-21-0
4,2016-09-19-21-0
3,2016-09-19-21-1
6,2016-09-19-21-1
7,2016-09-19-21-1
4,2016-09-19-21-1
5,2016-09-19-21-1
4,2016-09-19-21-1
6,2016-09-19-21-1
5,2016-09-19-21-1
4,2016-09-19-21-1
6,2016-09-19-21-1
7,2016-09-19-21-2
11,2016-09-19-21-2
10,2016-09-19-21-2
10,2016-09-19-21-2
7,2016-09-19-21-2
7,2016-09-19-21-2
11,2016-09-19-21-2
10,2016-09-19-21-2
10,2016-09-19-21-2
9,2016-09-19-21-2
7,2016-09-19-21-3
8,2016-09-19-21-3
7,2016-09-19-21-3
11,2016-09-19-21-3
7,2016-09-19-21-3
4,2016-09-19-21-3
3,2016-09-19-21-3
3,2016-09-19-21-3
4,2016-09-19-21-3
5,2016-09-19-21-3
8,2016-09-19-21-4
5,2016-09-19-21-4
6,2016-09-19-21-4
7,2016-09-19-21-4
3,2016-09-19-21-4
5,2016-09-19-21-4
4,2016-09-19-21-4
6,2016-09-19-21-4
5,2016-09-19-21-4
8,2016-09-19-21-4
10,2016-09-19-21-5
8,2016-09-19-21-5
5,2016-09-19-21-5
3,2016-09-19-21-5
2,2016-09-19-21-5
4,2016-09-19-21-5
4,2016-09-19-21-5
5,2016-09-19-21-5
3,2016-09-19-21-5
4,2016-09-19-21-5
3,2016-09-19-22-0
6,2016-09-19-22-0
1,2016-09-19-22-0
2,2016-09-19-22-0
2,2016-09-19-22-0
2,2016-09-19-22-0
5,2016-09-19-22-0
5,2016-09-19-22-0
5,2016-09-19-22-0
3,2016-09-19-22-0
5,2016-09-19-22-1
5,2016-09-19-22-1
3,2016-09-19-22-1
4,2016-09-19-22-1
3,2016-09-19-22-1
3,2016-09-19-22-1
4,2016-09-19-22-1
5,2016-09-19-22-1
3,2016-09-19-22-1
4,2016-09-19-22-1
5,2016-09-19-22-2
7,2016-09-19-22-2
5,2016-09-19-22-2
5,2016-09-19-22-2
7,2016-09-19-22-2
4,2016-09-19-22-2
3,2016-09-19-22-2
4,2016-09-19-22-2
4,2016-09-19-22-2
3,2016-09-19-22-2
3,2016-09-19-22-3
3,2016-09-19-22-3
3,2016-09-19-22-3
2,2016-09-19-22-3
2,2016-09-19-22-3
2,2016-09-19-22-3
1,2016-09-19-22-3
3,2016-09-19-22-3
3,2016-09-19-22-3
4,2016-09-19-22-3
3,2016-09-19-22-4
2,2016-09-19-22-4
1,2016-09-19-22-4
0,2016-09-19-22-4
1,2016-09-19-22-4
1,2016-09-19-22-4
1,2016-09-19-22-4
1,2016-09-19-22-4
0,2016-09-19-22-4
0,2016-09-19-22-4
0,2016-09-19-22-5
0,2016-09-19-22-5
0,2016-09-19-22-5
0,2016-09-19-22-5
1,2016-09-19-22-5
0,2016-09-19-22-5
1,2016-09-19-22-5
3,2016-09-19-22-5
3,2016-09-19-22-5
2,2016-09-19-22-5
2,2016-09-19-23-0
2,2016-09-19-23-0
3,2016-09-19-23-0
0,2016-09-19-23-0
1,2016-09-19-23-0
1,2016-09-19-23-0
2,2016-09-19-23-0
3,2016-09-19-23-0
3,2016-09-19-23-0
1,2016-09-19-23-0
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
1,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-1
0,2016-09-19-23-2
1,2016-09-19-23-2
1,2016-09-19-23-2
1,2016-09-19-23-2
3,2016-09-19-23-2
2,2016-09-19-23-2
1,2016-09-19-23-2
0,2016-09-19-23-2
0,2016-09-19-23-2
0,2016-09-19-23-2
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
1,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-3
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-4
0,2016-09-19-23-5
0,2016-09-19-23-5
0,2016-09-19-23-5
0,2016-09-19-23-5
